src	tgt	src_lang	tgt_lang	tag	source_file
talk	fête	en	fr	homophone	en_fr_homophones_iterative.csv
vaught	z	en	fr	homophone	en_fr_homophones_iterative.csv
webb	ventes	en	fr	homophone	en_fr_homophones_iterative.csv
talk	bettes	en	fr	homophone	en_fr_homophones_iterative.csv
cech	phoques	en	fr	homophone	en_fr_homophones_iterative.csv
fawn	tentent	en	fr	homophone	en_fr_homophones_iterative.csv
neff	ponces	en	fr	homophone	en_fr_homophones_iterative.csv
not	ponces	en	fr	homophone	en_fr_homophones_iterative.csv
tese	fîtes	en	fr	homophone	en_fr_homophones_iterative.csv
kueck	boucs	en	fr	homophone	en_fr_homophones_iterative.csv
saud	sens	en	fr	homophone	en_fr_homophones_iterative.csv
ta	sont	en	fr	homophone	en_fr_homophones_iterative.csv
tot	bonne	en	fr	homophone	en_fr_homophones_iterative.csv
tec	tombe	en	fr	homophone	en_fr_homophones_iterative.csv
phen	toques	en	fr	homophone	en_fr_homophones_iterative.csv
bien	bic	en	fr	homophone	en_fr_homophones_iterative.csv
nott	tète	en	fr	homophone	en_fr_homophones_iterative.csv
teat	dissent	en	fr	homophone	en_fr_homophones_iterative.csv
teck	bangs	en	fr	homophone	en_fr_homophones_iterative.csv
penn	teintes	en	fr	homophone	en_fr_homophones_iterative.csv
daun	tombes	en	fr	homophone	en_fr_homophones_iterative.csv
pu	coup	en	fr	homophone	en_fr_homophones_iterative.csv
jeanne	chines	en	fr	homophone	en_fr_homophones_iterative.csv
teet	citent	en	fr	homophone	en_fr_homophones_iterative.csv
keck	tante	en	fr	homophone	en_fr_homophones_iterative.csv
koppe	coqs	en	fr	homophone	en_fr_homophones_iterative.csv
tec	faine	en	fr	homophone	en_fr_homophones_iterative.csv
sheen	chiques	en	fr	homophone	en_fr_homophones_iterative.csv
cop	tonte	en	fr	homophone	en_fr_homophones_iterative.csv
net	pênes	en	fr	homophone	en_fr_homophones_iterative.csv
tet	sotte	en	fr	homophone	en_fr_homophones_iterative.csv
keefe	bits	en	fr	homophone	en_fr_homophones_iterative.csv
kalk	pep	en	fr	homophone	en_fr_homophones_iterative.csv
pep	bec	en	fr	homophone	en_fr_homophones_iterative.csv
seize	vise	en	fr	homophone	en_fr_homophones_iterative.csv
knous	nef	en	fr	homophone	en_fr_homophones_iterative.csv
venn	teck	en	fr	homophone	en_fr_homophones_iterative.csv
seck	teinte	en	fr	homophone	en_fr_homophones_iterative.csv
p.s	bits	en	fr	homophone	en_fr_homophones_iterative.csv
said	ventent	en	fr	homophone	en_fr_homophones_iterative.csv
peake	bites	en	fr	homophone	en_fr_homophones_iterative.csv
salk	ceintes	en	fr	homophone	en_fr_homophones_iterative.csv
zoo	voue	en	fr	homophone	en_fr_homophones_iterative.csv
kief	bits	en	fr	homophone	en_fr_homophones_iterative.csv
topp	saine	en	fr	homophone	en_fr_homophones_iterative.csv
otte	ondes	en	fr	homophone	en_fr_homophones_iterative.csv
meat	mines	en	fr	homophone	en_fr_homophones_iterative.csv
pea	n'y	en	fr	homophone	en_fr_homophones_iterative.csv
dead	cette	en	fr	homophone	en_fr_homophones_iterative.csv
fawn	set	en	fr	homophone	en_fr_homophones_iterative.csv
cees	dise	en	fr	homophone	en_fr_homophones_iterative.csv
beese	pives	en	fr	homophone	en_fr_homophones_iterative.csv
bet	tinssent	en	fr	homophone	en_fr_homophones_iterative.csv
fenn	vente	en	fr	homophone	en_fr_homophones_iterative.csv
saud	tontes	en	fr	homophone	en_fr_homophones_iterative.csv
tot	coques	en	fr	homophone	en_fr_homophones_iterative.csv
schoppe	chaînes	en	fr	homophone	en_fr_homophones_iterative.csv
pen	tiennent	en	fr	homophone	en_fr_homophones_iterative.csv
bet	nymphes	en	fr	homophone	en_fr_homophones_iterative.csv
faughn	thème	en	fr	homophone	en_fr_homophones_iterative.csv
bah	pans	en	fr	homophone	en_fr_homophones_iterative.csv
zed	vinsses	en	fr	homophone	en_fr_homophones_iterative.csv
faught	phones	en	fr	homophone	en_fr_homophones_iterative.csv
said	vinsse	en	fr	homophone	en_fr_homophones_iterative.csv
seis	cites	en	fr	homophone	en_fr_homophones_iterative.csv
maude	montent	en	fr	homophone	en_fr_homophones_iterative.csv
fawn	cène	en	fr	homophone	en_fr_homophones_iterative.csv
tuite	coupes	en	fr	homophone	en_fr_homophones_iterative.csv
tess	tontes	en	fr	homophone	en_fr_homophones_iterative.csv
talk	penne	en	fr	homophone	en_fr_homophones_iterative.csv
fette	sens	en	fr	homophone	en_fr_homophones_iterative.csv
pep	pompent	en	fr	homophone	en_fr_homophones_iterative.csv
koss	bonde	en	fr	homophone	en_fr_homophones_iterative.csv
beat	pics	en	fr	homophone	en_fr_homophones_iterative.csv
bess	tendent	en	fr	homophone	en_fr_homophones_iterative.csv
booty	cookie	en	fr	homophone	en_fr_homophones_iterative.csv
behn	nets	en	fr	homophone	en_fr_homophones_iterative.csv
vaught	fendes	en	fr	homophone	en_fr_homophones_iterative.csv
ski	spi	en	fr	homophone	en_fr_homophones_iterative.csv
peake	tic	en	fr	homophone	en_fr_homophones_iterative.csv
faught	toque	en	fr	homophone	en_fr_homophones_iterative.csv
boff	tonte	en	fr	homophone	en_fr_homophones_iterative.csv
coss	pincent	en	fr	homophone	en_fr_homophones_iterative.csv
men	moquent	en	fr	homophone	en_fr_homophones_iterative.csv
baun	pope	en	fr	homophone	en_fr_homophones_iterative.csv
calk	tempes	en	fr	homophone	en_fr_homophones_iterative.csv
tot	bof	en	fr	homophone	en_fr_homophones_iterative.csv
dea	scie	en	fr	homophone	en_fr_homophones_iterative.csv
zepp	teintent	en	fr	homophone	en_fr_homophones_iterative.csv
taut	vaines	en	fr	homophone	en_fr_homophones_iterative.csv
boss'	nets	en	fr	homophone	en_fr_homophones_iterative.csv
aase	inde	en	fr	homophone	en_fr_homophones_iterative.csv
baughn	tempe	en	fr	homophone	en_fr_homophones_iterative.csv
kess	pendent	en	fr	homophone	en_fr_homophones_iterative.csv
fenn	vantes	en	fr	homophone	en_fr_homophones_iterative.csv
dazs	ventent	en	fr	homophone	en_fr_homophones_iterative.csv
tock	bottes	en	fr	homophone	en_fr_homophones_iterative.csv
seize	tisse	en	fr	homophone	en_fr_homophones_iterative.csv
says	tinssent	en	fr	homophone	en_fr_homophones_iterative.csv
thuy	boues	en	fr	homophone	en_fr_homophones_iterative.csv
baade	teintent	en	fr	homophone	en_fr_homophones_iterative.csv
sette	tètes	en	fr	homophone	en_fr_homophones_iterative.csv
says	vinssent	en	fr	homophone	en_fr_homophones_iterative.csv
sa	sons	en	fr	homophone	en_fr_homophones_iterative.csv
saas	teintent	en	fr	homophone	en_fr_homophones_iterative.csv
tod	dindes	en	fr	homophone	en_fr_homophones_iterative.csv
teck	peinent	en	fr	homophone	en_fr_homophones_iterative.csv
pee	tee	en	fr	homophone	en_fr_homophones_iterative.csv
mod	notent	en	fr	homophone	en_fr_homophones_iterative.csv
bot	peintes	en	fr	homophone	en_fr_homophones_iterative.csv
daas	sets	en	fr	homophone	en_fr_homophones_iterative.csv
fette	tontes	en	fr	homophone	en_fr_homophones_iterative.csv
xue	voues	en	fr	homophone	en_fr_homophones_iterative.csv
fez	seize	en	fr	homophone	en_fr_homophones_iterative.csv
taut	fête	en	fr	homophone	en_fr_homophones_iterative.csv
te	pis	en	fr	homophone	en_fr_homophones_iterative.csv
vaught	sainte	en	fr	homophone	en_fr_homophones_iterative.csv
taut	botes	en	fr	homophone	en_fr_homophones_iterative.csv
tet	vaine	en	fr	homophone	en_fr_homophones_iterative.csv
vought	faîtes	en	fr	homophone	en_fr_homophones_iterative.csv
ben	botte	en	fr	homophone	en_fr_homophones_iterative.csv
sought	vente	en	fr	homophone	en_fr_homophones_iterative.csv
nu	toux	en	fr	homophone	en_fr_homophones_iterative.csv
dawn	phoques	en	fr	homophone	en_fr_homophones_iterative.csv
fawn	ventent	en	fr	homophone	en_fr_homophones_iterative.csv
mod	menthe	en	fr	homophone	en_fr_homophones_iterative.csv
putty	nanties	en	fr	homophone	en_fr_homophones_iterative.csv
pawed	tinte	en	fr	homophone	en_fr_homophones_iterative.csv
beck	toquent	en	fr	homophone	en_fr_homophones_iterative.csv
pett	pop	en	fr	homophone	en_fr_homophones_iterative.csv
tock	tombes	en	fr	homophone	en_fr_homophones_iterative.csv
beek	binent	en	fr	homophone	en_fr_homophones_iterative.csv
nu	moues	en	fr	homophone	en_fr_homophones_iterative.csv
temme	tiennent	en	fr	homophone	en_fr_homophones_iterative.csv
cech	faites	en	fr	homophone	en_fr_homophones_iterative.csv
ba	con	en	fr	homophone	en_fr_homophones_iterative.csv
boss'	bonzes	en	fr	homophone	en_fr_homophones_iterative.csv
oss	indes	en	fr	homophone	en_fr_homophones_iterative.csv
boddy	cosy	en	fr	homophone	en_fr_homophones_iterative.csv
kneip	tite	en	fr	homophone	en_fr_homophones_iterative.csv
vette	oued	en	fr	homophone	en_fr_homophones_iterative.csv
cees	cite	en	fr	homophone	en_fr_homophones_iterative.csv
baughn	coqs	en	fr	homophone	en_fr_homophones_iterative.csv
net	bonnes	en	fr	homophone	en_fr_homophones_iterative.csv
shot	choquent	en	fr	homophone	en_fr_homophones_iterative.csv
vought	dindes	en	fr	homophone	en_fr_homophones_iterative.csv
pet	tintes	en	fr	homophone	en_fr_homophones_iterative.csv
debt	soc	en	fr	homophone	en_fr_homophones_iterative.csv
bede	pives	en	fr	homophone	en_fr_homophones_iterative.csv
net	panse	en	fr	homophone	en_fr_homophones_iterative.csv
teet	fine	en	fr	homophone	en_fr_homophones_iterative.csv
noss	pondent	en	fr	homophone	en_fr_homophones_iterative.csv
sepp	cinq	en	fr	homophone	en_fr_homophones_iterative.csv
men	mettes	en	fr	homophone	en_fr_homophones_iterative.csv
kett	pope	en	fr	homophone	en_fr_homophones_iterative.csv
pot	pince	en	fr	homophone	en_fr_homophones_iterative.csv
bett	tende	en	fr	homophone	en_fr_homophones_iterative.csv
net	mettent	en	fr	homophone	en_fr_homophones_iterative.csv
not	montes	en	fr	homophone	en_fr_homophones_iterative.csv
sees	disse	en	fr	homophone	en_fr_homophones_iterative.csv
sea	ce	en	fr	homophone	en_fr_homophones_iterative.csv
sought	vantes	en	fr	homophone	en_fr_homophones_iterative.csv
bess	nef	en	fr	homophone	en_fr_homophones_iterative.csv
net	coques	en	fr	homophone	en_fr_homophones_iterative.csv
beat	tweeds	en	fr	homophone	en_fr_homophones_iterative.csv
ve	se	en	fr	homophone	en_fr_homophones_iterative.csv
set	socs	en	fr	homophone	en_fr_homophones_iterative.csv
penn	tentent	en	fr	homophone	en_fr_homophones_iterative.csv
naught	tète	en	fr	homophone	en_fr_homophones_iterative.csv
s.	ente	en	fr	homophone	en_fr_homophones_iterative.csv
not	coque	en	fr	homophone	en_fr_homophones_iterative.csv
koppe	bêtes	en	fr	homophone	en_fr_homophones_iterative.csv
duce	douve	en	fr	homophone	en_fr_homophones_iterative.csv
venne	fêtent	en	fr	homophone	en_fr_homophones_iterative.csv
not	mecs	en	fr	homophone	en_fr_homophones_iterative.csv
knot	bosse	en	fr	homophone	en_fr_homophones_iterative.csv
bett	tecks	en	fr	homophone	en_fr_homophones_iterative.csv
pen	tètent	en	fr	homophone	en_fr_homophones_iterative.csv
pesce	bossent	en	fr	homophone	en_fr_homophones_iterative.csv
see	fies	en	fr	homophone	en_fr_homophones_iterative.csv
not	nefs	en	fr	homophone	en_fr_homophones_iterative.csv
venne	tempe	en	fr	homophone	en_fr_homophones_iterative.csv
caw	pend	en	fr	homophone	en_fr_homophones_iterative.csv
taut	penne	en	fr	homophone	en_fr_homophones_iterative.csv
falke	tintent	en	fr	homophone	en_fr_homophones_iterative.csv
voght	socs	en	fr	homophone	en_fr_homophones_iterative.csv
paugh	pans	en	fr	homophone	en_fr_homophones_iterative.csv
bot	penses	en	fr	homophone	en_fr_homophones_iterative.csv
bock	tente	en	fr	homophone	en_fr_homophones_iterative.csv
penh	notes	en	fr	homophone	en_fr_homophones_iterative.csv
meck	motte	en	fr	homophone	en_fr_homophones_iterative.csv
kess	tantes	en	fr	homophone	en_fr_homophones_iterative.csv
bock	pêne	en	fr	homophone	en_fr_homophones_iterative.csv
keck	tentent	en	fr	homophone	en_fr_homophones_iterative.csv
pu	touts	en	fr	homophone	en_fr_homophones_iterative.csv
debt	cep	en	fr	homophone	en_fr_homophones_iterative.csv
tek	quêtes	en	fr	homophone	en_fr_homophones_iterative.csv
ed	ente	en	fr	homophone	en_fr_homophones_iterative.csv
mess	mettent	en	fr	homophone	en_fr_homophones_iterative.csv
ti	fît	en	fr	homophone	en_fr_homophones_iterative.csv
sot	vente	en	fr	homophone	en_fr_homophones_iterative.csv
gnaw	mon	en	fr	homophone	en_fr_homophones_iterative.csv
penh	coke	en	fr	homophone	en_fr_homophones_iterative.csv
sood	douves	en	fr	homophone	en_fr_homophones_iterative.csv
vess	tendes	en	fr	homophone	en_fr_homophones_iterative.csv
nett	tètes	en	fr	homophone	en_fr_homophones_iterative.csv
vought	socque	en	fr	homophone	en_fr_homophones_iterative.csv
shop	chênes	en	fr	homophone	en_fr_homophones_iterative.csv
siek	vite	en	fr	homophone	en_fr_homophones_iterative.csv
daun	cèpes	en	fr	homophone	en_fr_homophones_iterative.csv
webb	tienne	en	fr	homophone	en_fr_homophones_iterative.csv
zen	socques	en	fr	homophone	en_fr_homophones_iterative.csv
sec	tètes	en	fr	homophone	en_fr_homophones_iterative.csv
dazs	cèdent	en	fr	homophone	en_fr_homophones_iterative.csv
faulk	saine	en	fr	homophone	en_fr_homophones_iterative.csv
sauk	tintent	en	fr	homophone	en_fr_homophones_iterative.csv
nott	campes	en	fr	homophone	en_fr_homophones_iterative.csv
nott	tempe	en	fr	homophone	en_fr_homophones_iterative.csv
ah	aies	en	fr	homophone	en_fr_homophones_iterative.csv
walke	teintent	en	fr	homophone	en_fr_homophones_iterative.csv
putty	pipi	en	fr	homophone	en_fr_homophones_iterative.csv
salk	tank	en	fr	homophone	en_fr_homophones_iterative.csv
szczech	chocs	en	fr	homophone	en_fr_homophones_iterative.csv
deen	tics	en	fr	homophone	en_fr_homophones_iterative.csv
dawn	tienne	en	fr	homophone	en_fr_homophones_iterative.csv
tien	teks	en	fr	homophone	en_fr_homophones_iterative.csv
taut	oueds	en	fr	homophone	en_fr_homophones_iterative.csv
be's	bits	en	fr	homophone	en_fr_homophones_iterative.csv
coss	quêtes	en	fr	homophone	en_fr_homophones_iterative.csv
zest	veste	en	fr	homophone	en_fr_homophones_iterative.csv
bett	pondes	en	fr	homophone	en_fr_homophones_iterative.csv
kauk	tintent	en	fr	homophone	en_fr_homophones_iterative.csv
baud	baisses	en	fr	homophone	en_fr_homophones_iterative.csv
dee	fient	en	fr	homophone	en_fr_homophones_iterative.csv
pett	campent	en	fr	homophone	en_fr_homophones_iterative.csv
yene	choquent	en	fr	homophone	en_fr_homophones_iterative.csv
coote	cousent	en	fr	homophone	en_fr_homophones_iterative.csv
vette	fès	en	fr	homophone	en_fr_homophones_iterative.csv
sot	vantes	en	fr	homophone	en_fr_homophones_iterative.csv
ess	ondes	en	fr	homophone	en_fr_homophones_iterative.csv
set	tentes	en	fr	homophone	en_fr_homophones_iterative.csv
copp	coque	en	fr	homophone	en_fr_homophones_iterative.csv
wii	fis	en	fr	homophone	en_fr_homophones_iterative.csv
seis	vise	en	fr	homophone	en_fr_homophones_iterative.csv
knot	pète	en	fr	homophone	en_fr_homophones_iterative.csv
tien	quintes	en	fr	homophone	en_fr_homophones_iterative.csv
pett	ponces	en	fr	homophone	en_fr_homophones_iterative.csv
fob	focs	en	fr	homophone	en_fr_homophones_iterative.csv
venn	sennes	en	fr	homophone	en_fr_homophones_iterative.csv
boots	poutses	en	fr	homophone	en_fr_homophones_iterative.csv
faughn	tètes	en	fr	homophone	en_fr_homophones_iterative.csv
bong	botte	en	fr	homophone	en_fr_homophones_iterative.csv
beat	nippe	en	fr	homophone	en_fr_homophones_iterative.csv
dawn	faites	en	fr	homophone	en_fr_homophones_iterative.csv
sikh	dite	en	fr	homophone	en_fr_homophones_iterative.csv
talk	phones	en	fr	homophone	en_fr_homophones_iterative.csv
pez	pondent	en	fr	homophone	en_fr_homophones_iterative.csv
dead	denses	en	fr	homophone	en_fr_homophones_iterative.csv
fehn	feinte	en	fr	homophone	en_fr_homophones_iterative.csv
keef	tisses	en	fr	homophone	en_fr_homophones_iterative.csv
sen	ventent	en	fr	homophone	en_fr_homophones_iterative.csv
daas	cet	en	fr	homophone	en_fr_homophones_iterative.csv
baus	noces	en	fr	homophone	en_fr_homophones_iterative.csv
tot	toquent	en	fr	homophone	en_fr_homophones_iterative.csv
bee's	bites	en	fr	homophone	en_fr_homophones_iterative.csv
top	fonte	en	fr	homophone	en_fr_homophones_iterative.csv
kalk	tente	en	fr	homophone	en_fr_homophones_iterative.csv
kalk	pêne	en	fr	homophone	en_fr_homophones_iterative.csv
top	pètes	en	fr	homophone	en_fr_homophones_iterative.csv
fehn	teintes	en	fr	homophone	en_fr_homophones_iterative.csv
besse	ponces	en	fr	homophone	en_fr_homophones_iterative.csv
falk	feinte	en	fr	homophone	en_fr_homophones_iterative.csv
zed	scindent	en	fr	homophone	en_fr_homophones_iterative.csv
topp	socques	en	fr	homophone	en_fr_homophones_iterative.csv
zed	fonces	en	fr	homophone	en_fr_homophones_iterative.csv
top	foc	en	fr	homophone	en_fr_homophones_iterative.csv
not	toques	en	fr	homophone	en_fr_homophones_iterative.csv
tod	panse	en	fr	homophone	en_fr_homophones_iterative.csv
shop	cheiks	en	fr	homophone	en_fr_homophones_iterative.csv
nauss	teintent	en	fr	homophone	en_fr_homophones_iterative.csv
taught	tinsse	en	fr	homophone	en_fr_homophones_iterative.csv
neff	ponde	en	fr	homophone	en_fr_homophones_iterative.csv
fess	ceinte	en	fr	homophone	en_fr_homophones_iterative.csv
faughn	socques	en	fr	homophone	en_fr_homophones_iterative.csv
peak	bittent	en	fr	homophone	en_fr_homophones_iterative.csv
talk	tombes	en	fr	homophone	en_fr_homophones_iterative.csv
tot	fesse	en	fr	homophone	en_fr_homophones_iterative.csv
koss	tantes	en	fr	homophone	en_fr_homophones_iterative.csv
nee	mis	en	fr	homophone	en_fr_homophones_iterative.csv
tock	pennes	en	fr	homophone	en_fr_homophones_iterative.csv
falk	teintes	en	fr	homophone	en_fr_homophones_iterative.csv
toote	soupes	en	fr	homophone	en_fr_homophones_iterative.csv
baun	tète	en	fr	homophone	en_fr_homophones_iterative.csv
peeve	bide	en	fr	homophone	en_fr_homophones_iterative.csv
toot	souquent	en	fr	homophone	en_fr_homophones_iterative.csv
daun	zen	en	fr	homophone	en_fr_homophones_iterative.csv
debt	dansent	en	fr	homophone	en_fr_homophones_iterative.csv
p.	n'y	en	fr	homophone	en_fr_homophones_iterative.csv
daun	cinq	en	fr	homophone	en_fr_homophones_iterative.csv
fess	sottes	en	fr	homophone	en_fr_homophones_iterative.csv
cop	bangs	en	fr	homophone	en_fr_homophones_iterative.csv
knot	banquent	en	fr	homophone	en_fr_homophones_iterative.csv
fez	scindent	en	fr	homophone	en_fr_homophones_iterative.csv
vaught	tendes	en	fr	homophone	en_fr_homophones_iterative.csv
phen	tombent	en	fr	homophone	en_fr_homophones_iterative.csv
behn	tentes	en	fr	homophone	en_fr_homophones_iterative.csv
keitt	bise	en	fr	homophone	en_fr_homophones_iterative.csv
tosh	cochent	en	fr	homophone	en_fr_homophones_iterative.csv
nott	banquent	en	fr	homophone	en_fr_homophones_iterative.csv
tock	cèpes	en	fr	homophone	en_fr_homophones_iterative.csv
kess	tende	en	fr	homophone	en_fr_homophones_iterative.csv
pos	ponde	en	fr	homophone	en_fr_homophones_iterative.csv
venne	vote	en	fr	homophone	en_fr_homophones_iterative.csv
taught	phoques	en	fr	homophone	en_fr_homophones_iterative.csv
bean	pipe	en	fr	homophone	en_fr_homophones_iterative.csv
coupe	toute	en	fr	homophone	en_fr_homophones_iterative.csv
tet	bossent	en	fr	homophone	en_fr_homophones_iterative.csv
vest	zeste	en	fr	homophone	en_fr_homophones_iterative.csv
koss	nonces	en	fr	homophone	en_fr_homophones_iterative.csv
sette	tintent	en	fr	homophone	en_fr_homophones_iterative.csv
fen	thème	en	fr	homophone	en_fr_homophones_iterative.csv
deet	vîtes	en	fr	homophone	en_fr_homophones_iterative.csv
d.s	fîtes	en	fr	homophone	en_fr_homophones_iterative.csv
boss'	tentes	en	fr	homophone	en_fr_homophones_iterative.csv
kosch	penchent	en	fr	homophone	en_fr_homophones_iterative.csv
knott	mainte	en	fr	homophone	en_fr_homophones_iterative.csv
v.'s	cites	en	fr	homophone	en_fr_homophones_iterative.csv
wed	teintent	en	fr	homophone	en_fr_homophones_iterative.csv
tek	tante	en	fr	homophone	en_fr_homophones_iterative.csv
copp	quête	en	fr	homophone	en_fr_homophones_iterative.csv
pot	teks	en	fr	homophone	en_fr_homophones_iterative.csv
knauss	tinsse	en	fr	homophone	en_fr_homophones_iterative.csv
webb	vaine	en	fr	homophone	en_fr_homophones_iterative.csv
kneip	type	en	fr	homophone	en_fr_homophones_iterative.csv
xio	champs	en	fr	homophone	en_fr_homophones_iterative.csv
teet	pisse	en	fr	homophone	en_fr_homophones_iterative.csv
top	scènes	en	fr	homophone	en_fr_homophones_iterative.csv
not	bette	en	fr	homophone	en_fr_homophones_iterative.csv
tea	fies	en	fr	homophone	en_fr_homophones_iterative.csv
neff	bette	en	fr	homophone	en_fr_homophones_iterative.csv
p.	nids	en	fr	homophone	en_fr_homophones_iterative.csv
bet	coq	en	fr	homophone	en_fr_homophones_iterative.csv
teat	tweed	en	fr	homophone	en_fr_homophones_iterative.csv
seen	vines	en	fr	homophone	en_fr_homophones_iterative.csv
qi	nids	en	fr	homophone	en_fr_homophones_iterative.csv
net	baissent	en	fr	homophone	en_fr_homophones_iterative.csv
set	fontes	en	fr	homophone	en_fr_homophones_iterative.csv
te	scie	en	fr	homophone	en_fr_homophones_iterative.csv
aase	andes	en	fr	homophone	en_fr_homophones_iterative.csv
daum	saines	en	fr	homophone	en_fr_homophones_iterative.csv
sauk	cet	en	fr	homophone	en_fr_homophones_iterative.csv
dawn	vaine	en	fr	homophone	en_fr_homophones_iterative.csv
poss	tinte	en	fr	homophone	en_fr_homophones_iterative.csv
tec	tente	en	fr	homophone	en_fr_homophones_iterative.csv
fob	tocs	en	fr	homophone	en_fr_homophones_iterative.csv
tec	pêne	en	fr	homophone	en_fr_homophones_iterative.csv
khoo	bout	en	fr	homophone	en_fr_homophones_iterative.csv
gnaw	bons	en	fr	homophone	en_fr_homophones_iterative.csv
daun	thèmes	en	fr	homophone	en_fr_homophones_iterative.csv
duh	si	en	fr	homophone	en_fr_homophones_iterative.csv
not	peine	en	fr	homophone	en_fr_homophones_iterative.csv
voght	fontes	en	fr	homophone	en_fr_homophones_iterative.csv
taught	note	en	fr	homophone	en_fr_homophones_iterative.csv
fawn	somment	en	fr	homophone	en_fr_homophones_iterative.csv
siek	citent	en	fr	homophone	en_fr_homophones_iterative.csv
kopp	tempe	en	fr	homophone	en_fr_homophones_iterative.csv
knauss	mince	en	fr	homophone	en_fr_homophones_iterative.csv
pot	quintes	en	fr	homophone	en_fr_homophones_iterative.csv
sheff	chantes	en	fr	homophone	en_fr_homophones_iterative.csv
doss	tentes	en	fr	homophone	en_fr_homophones_iterative.csv
naught	campes	en	fr	homophone	en_fr_homophones_iterative.csv
taut	phones	en	fr	homophone	en_fr_homophones_iterative.csv
vet	seize	en	fr	homophone	en_fr_homophones_iterative.csv
oui	fient	en	fr	homophone	en_fr_homophones_iterative.csv
b.'s	bits	en	fr	homophone	en_fr_homophones_iterative.csv
zen	sets	en	fr	homophone	en_fr_homophones_iterative.csv
souk	soute	en	fr	homophone	en_fr_homophones_iterative.csv
tec	pompe	en	fr	homophone	en_fr_homophones_iterative.csv
cos	bottent	en	fr	homophone	en_fr_homophones_iterative.csv
taught	bosses	en	fr	homophone	en_fr_homophones_iterative.csv
senn	fêtes	en	fr	homophone	en_fr_homophones_iterative.csv
pot	bande	en	fr	homophone	en_fr_homophones_iterative.csv
senne	sept	en	fr	homophone	en_fr_homophones_iterative.csv
bach	pètent	en	fr	homophone	en_fr_homophones_iterative.csv
voght	sainte	en	fr	homophone	en_fr_homophones_iterative.csv
faught	zen	en	fr	homophone	en_fr_homophones_iterative.csv
koo	putsch	en	fr	homophone	en_fr_homophones_iterative.csv
net	toquent	en	fr	homophone	en_fr_homophones_iterative.csv
bet	tinsses	en	fr	homophone	en_fr_homophones_iterative.csv
tien	conques	en	fr	homophone	en_fr_homophones_iterative.csv
taut	toque	en	fr	homophone	en_fr_homophones_iterative.csv
not	maintes	en	fr	homophone	en_fr_homophones_iterative.csv
neff	maintes	en	fr	homophone	en_fr_homophones_iterative.csv
thuy	fous	en	fr	homophone	en_fr_homophones_iterative.csv
mock	moques	en	fr	homophone	en_fr_homophones_iterative.csv
kess	pondes	en	fr	homophone	en_fr_homophones_iterative.csv
t	bis	en	fr	homophone	en_fr_homophones_iterative.csv
thuy	bouts	en	fr	homophone	en_fr_homophones_iterative.csv
tete	fonce	en	fr	homophone	en_fr_homophones_iterative.csv
kniep	tique	en	fr	homophone	en_fr_homophones_iterative.csv
dee	vie	en	fr	homophone	en_fr_homophones_iterative.csv
bet	pètes	en	fr	homophone	en_fr_homophones_iterative.csv
cop	peinent	en	fr	homophone	en_fr_homophones_iterative.csv
taut	tombes	en	fr	homophone	en_fr_homophones_iterative.csv
seck	vente	en	fr	homophone	en_fr_homophones_iterative.csv
pett	coque	en	fr	homophone	en_fr_homophones_iterative.csv
venn	tanks	en	fr	homophone	en_fr_homophones_iterative.csv
teck	votes	en	fr	homophone	en_fr_homophones_iterative.csv
pease	tite	en	fr	homophone	en_fr_homophones_iterative.csv
seek	cite	en	fr	homophone	en_fr_homophones_iterative.csv
dee's	tite	en	fr	homophone	en_fr_homophones_iterative.csv
fought	fonce	en	fr	homophone	en_fr_homophones_iterative.csv
pawed	botte	en	fr	homophone	en_fr_homophones_iterative.csv
knauss	note	en	fr	homophone	en_fr_homophones_iterative.csv
duh	dit	en	fr	homophone	en_fr_homophones_iterative.csv
net	mettes	en	fr	homophone	en_fr_homophones_iterative.csv
top	sec	en	fr	homophone	en_fr_homophones_iterative.csv
kopp	coqs	en	fr	homophone	en_fr_homophones_iterative.csv
bock	tètent	en	fr	homophone	en_fr_homophones_iterative.csv
feet	vises	en	fr	homophone	en_fr_homophones_iterative.csv
baek	net	en	fr	homophone	en_fr_homophones_iterative.csv
tete	vaines	en	fr	homophone	en_fr_homophones_iterative.csv
mock	notent	en	fr	homophone	en_fr_homophones_iterative.csv
notte	mecque	en	fr	homophone	en_fr_homophones_iterative.csv
pett	nefs	en	fr	homophone	en_fr_homophones_iterative.csv
pen	tinte	en	fr	homophone	en_fr_homophones_iterative.csv
tock	cinq	en	fr	homophone	en_fr_homophones_iterative.csv
do's	soudes	en	fr	homophone	en_fr_homophones_iterative.csv
beep	bittent	en	fr	homophone	en_fr_homophones_iterative.csv
phen	tantes	en	fr	homophone	en_fr_homophones_iterative.csv
beck	tempes	en	fr	homophone	en_fr_homophones_iterative.csv
bot	pende	en	fr	homophone	en_fr_homophones_iterative.csv
says	tinsses	en	fr	homophone	en_fr_homophones_iterative.csv
saud	tîntes	en	fr	homophone	en_fr_homophones_iterative.csv
knauss	bosses	en	fr	homophone	en_fr_homophones_iterative.csv
fahd	tinssent	en	fr	homophone	en_fr_homophones_iterative.csv
foo	touts	en	fr	homophone	en_fr_homophones_iterative.csv
mock	menthe	en	fr	homophone	en_fr_homophones_iterative.csv
fahd	vinssent	en	fr	homophone	en_fr_homophones_iterative.csv
tien	tonte	en	fr	homophone	en_fr_homophones_iterative.csv
